RANK,TIME,FULL NAME,FOREIGN,AGE,LSC,EVENT,TEAM NAME,MEET NAME,TIME STANDARD,RESULTS,COMPETITION YEAR
31,52.01,"Atkinson, Alia",Yes,32,FG,100 FL SCY,South Florida Aquatic Club,2021 FG Senior Championships,2021 Summer Nationals (LCM),PROG.,2021
32,52.04,"Watson, Sarah",Yes,20,US,100 FL SCY,Unattached,2021 MAC Women's Swim & Dive C,2021 Summer Nationals (LCM),PROG.,2021
33,52.05,"Ulett, Tristen",,18,US,100 FL SCY,Unattached,2021 ACC Women's Championship,2021 Summer Nationals (LCM),PROG.,2021
34,52.07,"Arens, Abby",,18,NC,100 FL SCY,Unattached,2021 ACC Women's Championship,2021 Summer Nationals (LCM),PROG.,2021
35,52.09,"Smith, Maddie",,21,US,100 FL SCY,Unattached,2021 B1G Women's Swim & Dive C,2021 Summer Nationals (LCM),PROG.,2021
36,52.15,"Halden, Jenny",Yes,20,US,100 FL SCY,Unattached,Bulldog NCAA Qualifying Meet 2,2021 Summer Nationals (LCM),PROG.,2021
37,52.17,"Bell, Lucy",,16,CO,100 FL SCY,Fort Collins Area Swim Team,2020 CO Scary FAST Invite,2021 Summer Nationals (LCM),PROG.,2021
38,52.19,"Luther, Dakota",,21,GA,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
38,52.19,"Walsh, Alex",,19,VA,100 FL SCY,University Of Virginia,2020 VA UVA CA-Y Intrasquad Me,2021 Summer Nationals (LCM),PROG.,2021
40,52.22,"Harrington, Sydney",,20,MD,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
40,52.22,"Kragh, Mia",,17,SI,100 FL SCY,Unattached,2021 SI CIF DIV I CHAMPIONSHIPS,2021 Summer Nationals (LCM),PROG.,2021
42,52.23,"Harris, Jewels",,21,SE,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Summer Nationals (LCM),PROG.,2021
43,52.26,"Zenick, Katherine",,19,US,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
44,52.3,"Jump, Mallory",,19,IL,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
44,52.3,"Molnar, Flora",Yes,23,SE,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
46,52.33,"Howley, Tess",,15,MR,100 FL SCY,Unattached,2020 MR OB NSCHSGAA Championship Meet,2021 Summer Nationals (LCM),PROG.,2021
46,52.33,"Russo, Catherine",,18,US,100 FL SCY,Unattached,2021 B1G Women's Swim & Dive C,2021 Summer Nationals (LCM),PROG.,2021
46,52.33,"Felner, Gracie",,19,SE,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Summer Nationals (LCM),PROG.,2021
49,52.43,"Delgado, Anicka",Yes,18,SI,100 FL SCY,Unattached,2021 PAC-12 WOMEN'S SWIMMING &,2021 Summer Nationals (LCM),PROG.,2021
50,52.44,"Kinsey, Hallie",,20,CA,100 FL SCY,Unattached,2021 PAC-12 WOMEN'S SWIMMING &,2021 Summer Nationals (LCM),PROG.,2021
51,52.57,"Thompson, Sarah",,22,MV,100 FL SCY,Unattached,2020 Mizzou Invitational,2021 Summer Nationals (LCM),PROG.,2021
51,52.57,"Vannote, Ellie",,19,NC,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
51,52.57,"Brooks, Caitlin",,20,KY,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Summer Nationals (LCM),PROG.,2021
54,52.58,"Dang, Gabby",,20,US,100 FL SCY,Unattached,2021 PAC-12 WOMEN'S SWIMMING &,2021 Summer Nationals (LCM),PROG.,2021
55,52.59,"Dickinson, Callie",,21,US,100 FL SCY,Unattached,Bulldog NCAA Qualifying Meet 2,2021 Summer Nationals (LCM),PROG.,2021
56,52.6,"Wilhelm, Kiley",Yes,16,NC,100 FL SCY,Lifetime Swim Team North Carolina,2021 SC MOC Championship Final,2021 Summer Nationals (LCM),PROG.,2021
57,52.62,"Lindner, Sophie",,20,NC,100 FL SCY,Unattached,"2020 UNC ""Janis Hape Dowd"" Invite",2021 Summer Nationals (LCM),PROG.,2021
58,52.65,"Nero, Bailey",,23,NC,100 FL SCY,Unattached,"2020 UNC ""Janis Hape Dowd"" Invite",2021 Summer Nationals (LCM),PROG.,2021
59,52.7,"Smith, Tatum",,20,US,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Summer Nationals (LCM),PROG.,2021
60,52.74,"Glass, Megan",,20,MI,100 FL SCY,Unattached,2021 B1G Women's Swim & Dive C,2021 Summer Nationals (LCM),PROG.,2021
61,52.75,"Broshears, Elizabeth",,18,IN,100 FL SCY,Unattached,2021 B1G Women's Swim & Dive C,2021 Summer Nationals (LCM),PROG.,2021
62,52.76,"Sim, Letitia",Yes,17,SE,100 FL SCY,TNT Swimming,2020 SE Holiday Classic,2021 Summer Nationals (LCM),PROG.,2021
63,52.77,"Novelline, Carly",,17,IL,100 FL SCY,NASA Wildcat Aquatics,2021 ILOP Illinois Swimming Winter Open,2021 Summer Nationals (LCM),PROG.,2021
63,52.77,"Bates, Talia",,19,FL,100 FL SCY,Unattached,2021 University of Florida vs. UNF,2021 Summer Nationals (LCM),PROG.,2021
65,52.78,"Garcia, Elise",,21,US,100 FL SCY,Unattached,2021 PAC-12 WOMEN'S SWIMMING &,2021 Summer Nationals (LCM),PROG.,2021
65,52.78,"Dressel, Sherridon",,22,FL,100 FL SCY,Gator Swim Club,2021 FL ISCA International Senior Meet,2021 Summer Nationals (LCM),PROG.,2021
67,52.8,"Kraus, Alena",,21,US,100 FL SCY,Unattached,2021 Louisville vs Cincinnati,2021 Summer Nationals (LCM),PROG.,2021
68,52.81,"Stoll, Campbell",,15,WI,100 FL SCY,Elmbrook Swim Club,2021 FL NCSA Spring Swimming Championships,2021 Summer Nationals (LCM),PROG.,2021
69,52.84,"Fackenthal, Amalie",,20,PC,100 FL SCY,Unattached,2021 PAC-12 WOMEN'S SWIMMING &,2021 Summer Nationals (LCM),PROG.,2021
70,52.86,"Venema, Nikki",,19,VA,100 FL SCY,Tide Swimming,2020 VA NOVA Sr Holiday Champs,2021 Summer Nationals (LCM),PROG.,2021
70,52.86,"Nazieblo, Klaudia",Yes,27,VA,100 FL SCY,Unattached,2021 VA VT Orange Maroon Meet #2,2021 Summer Nationals (LCM),PROG.,2021
72,52.87,"McLean-Leonard, Hannah",Yes,22,US,100 FL SCY,Unattached,Bulldog NCAA Qualifying Meet 2,2021 Summer Nationals (LCM),PROG.,2021
73,52.88,"McConagha, Mackenzie",,18,PV,100 FL SCY,Nation's Capital Swim Club,2021 PV SC Championship Series- Wave II,2021 Summer Nationals (LCM),PROG.,2021
74,52.92,"Hook, Charlotte",,16,NC,100 FL SCY,TAC Titans,2021 NC TAC Polar Plunge,2021 Summer Nationals (LCM),PROG.,2021
74,52.92,"Kaufmann, Noelle",,18,MI,100 FL SCY,Unattached,2021 B1G Women's Swim & Dive C,2021 Summer Nationals (LCM),PROG.,2021
76,52.93,"Kitchel, Devon",,16,IN,100 FL SCY,Unattached,2021 IN-O IHSAA Girls State FInals,2021 Summer Nationals (LCM),PROG.,2021
76,52.93,"Drake, Kelsey",,22,US,100 FL SCY,Unattached,2021 NCAA DI Women's Swimming,2021 Summer Nationals (LCM),PROG.,2021
78,52.94,"Rees, Meredith",Yes,19,US,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Summer Nationals (LCM),PROG.,2021
79,52.98,"Grunhard, Cailey",,22,IN,100 FL SCY,Unattached,2020 Notre Dame vs Cincinnati,2021 Summer Nationals (LCM),PROG.,2021
79,52.98,"Sims, Bella",,15,CA,100 FL SCY,Sandpipers Of Nevada,2020 UT Las Vegas Super Finals,2021 Summer Nationals (LCM),PROG,2021
81,53,"Hay, Abby",,19,US,100 FL SCY,Unattached,2021 Louisville Invite - NCAA,2021 Winter US Open (LCM),PROG.,2021
81,53,"Coe, Angie",,16,IL,100 FL SCY,Champaign Cnty YMCA,2021 WI APPROVED SSTY YMCA Swim Festival,2021 Winter US Open (LCM),PROG.,2021
83,53.01,"Olsen, Elise",Yes,23,US,100 FL SCY,Unattached,2021 ACC Women's Championship,2021 Winter US Open (LCM),PROG.,2021
83,53.01,"Martin, Scarlet",,16,IA,100 FL SCY,Unattached,2020 IA OB IGHSAU State Swimming,2020 Winter US Open (LCM),PROG.,2021
85,53.03,"Martelli, Lucia",Yes,24,US,100 FL SCY,Unattached,2021 NCAA Division II Champion,2021 Winter US Open (LCM),PROG.,2021
86,53.04,"Heimstead, Julia",,18,US,100 FL SCY,Unattached,2021 PAC-12 WOMEN'S SWIMMING &,2021 Winter US Open (LCM),PROG.,2021
86,53.04,"McEnroe, Annika",,18,SC,100 FL SCY,Y-Spartaquatics Swim Club,2020 NC TAC Blizzard Blitz,2021 Winter US Open (LCM),PROG.,2021
86,53.04,"Stone, Mckenna",,17,IL,100 FL SCY,Unattached,2020 ILOB IHSA Girls Metea Val,2020 Winter US Open (LCM),PROG.,2021
89,53.06,"Agliano, Jordan",,16,FL,100 FL SCY,Highlander Aquatic Club,2021 FL Swimming Spring Sr Champs-North,2021 Winter US Open (LCM),PROG.,2021
89,53.06,"Franz, Karisa",,19,VA,100 FL SCY,Unattached,UNC Last Chance Meet 2021 - 2.,2021 Winter US Open (LCM),PROG.,2021
91,53.07,"Theall, Olivia",,19,GU,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Winter US Open (LCM),PROG.,2021
92,53.11,"Stanley, Shelby",,20,US,100 FL SCY,Unattached,2021 A-10 Men's & Women's Cham,2021 Winter US Open (LCM),PROG.,2021
93,53.13,"Johnson, Gigi",,16,GA,100 FL SCY,Unattached,2021 GHSA 1-3A State Swimming,2021 Winter US Open (LCM),PROG.,2021
93,53.13,"Cormack, Corbyn",,18,NT,100 FL SCY,Unattached,2021 ST OB UIL 6A State Meet Girls,2021 Winter US Open (LCM),PROG.,2021
95,53.14,"Stephenson, Emma",,19,GU,100 FL SCY,Unattached,2021 Women's SEC Champs,2021 Winter US Open (LCM),PROG.,2021
96,53.15,"Peroni, Rachel",,21,US,100 FL SCY,Unattached,2021 ACC Women's Championship,2021 Winter US Open (LCM),PROG.,2021
96,53.15,"Reddington, Alex",,22,CO,100 FL SCY,Unattached,2021 B1G Women's Swim & Dive C,2021 Winter US Open (LCM),PROG.,2021
98,53.16,"Mulvihill, Lexie",,17,FL,100 FL SCY,Unattached,2020 FL FHSAA 4A Swim & Dive Championships,2021 Winter US Open (LCM),PROG.,2021
99,53.17,"Sim, Levenia",Yes,14,US,100 FL SCY,Unattached,2021 FL NCSA Spring Swimming Championships,2021 Winter US Open (LCM),PROG.,2021
100,53.18,"Cook, Lizzy",,18,OR,100 FL SCY,Tualatin Hills Swim Club,2020 OR THSC November Senior Intrasquad,2020 Winter US Open (LCM),PROG.,2021
100,53.18,"Vereb, Joelle",,21,VA,100 FL SCY,Unattached,2021 ACC Women's Championship,2021 Winter US Open (LCM),PROG.,2021
1,49.26,"MacNeil, Maggie",Yes,19,US,100 FL SCY,Unattached,Minnesota Invite 2019,2021 Summer Nationals (LCM),PROG.,2020
2,49.38,"Brown, Erika",,21,SE,100 FL SCY,University Of Tennessee,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
3,49.73,"Curzan, Claire",,16,NC,100 FL SCY,TAC Titans,2020 NC TAC TITANS Invitationa,2021 Summer Nationals (LCM),PROG.,2020
4,49.94,"Hansson, Louise",Yes,23,CA,100 FL SCY,Trojan Swim Club,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
5,50.3,"Douglass, Kate",,18,CT,100 FL SCY,Chelsea Piers Aquatic Club,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
6,50.49,"Huske, Torri",,17,PV,100 FL SCY,Arlington Aquatic Club,2019 PV NCAP Invitational,2021 Summer Nationals (LCM),PROG.,2020
7,50.65,"Nelson, Beata",,21,WI,100 FL SCY,Wisconsin Aquatics,NC STATE GAC Invitational,2021 Summer Nationals (LCM),PROG.,2020
8,50.8,"White, Rhyan",,20,SE,100 FL SCY,University Of Alabama Swim Club,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
9,51.05,"Marsh, Alyssa",,22,NC,100 FL SCY,Team Elite,NC STATE GAC Invitational,2021 Summer Nationals (LCM),PROG.,2020
10,51.12,"Hill, Morgan",,21,US,100 FL SCY,Unattached,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
11,51.14,"Ivey, Isabel",,19,PC,100 FL SCY,California Aquatics,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
12,51.2,"Dressel, Sherridon",,21,FL,100 FL SCY,University of Florida,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
13,51.47,"Stewart, Kendyl",,25,NC,100 FL SCY,Team Elite,"2019 USC TROJAN ""B"" INVITE",2021 Summer Nationals (LCM),PROG.,2020
14,51.51,"Cuomo, Lexi",,18,US,100 FL SCY,Unattached,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
15,51.53,"Rothrock, Trude",,20,SE,100 FL SCY,University Of Tennessee,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
16,51.59,"Oglesby, Grace",,21,KY,100 FL SCY,University of Louisville,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
17,51.6,"Gati, Izzy",,20,KY,100 FL SCY,Kentucky Aquatics,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
17,51.6,"Vincent, Courtney",,21,US,100 FL SCY,Unattached,2020 MW Champs,2021 Summer Nationals (LCM),PROG.,2020
19,51.64,"Hart, Maddie",,21,US,100 FL SCY,Unattached,2020 B1G 10 Champs women,2021 Summer Nationals (LCM),PROG.,2020
19,51.64,"Schlicht, Jemma",Yes,22,US,100 FL SCY,Unattached,Art Adamson Invitational,2021 Summer Nationals (LCM),PROG.,2020
21,51.67,"Carter, Olivia",,19,NC,100 FL SCY,Enfinity Aquatic Club,2020 B1G 10 Champs women,2021 Summer Nationals (LCM),PROG.,2020
22,51.68,"Trahan, Erin",,22,NT,100 FL SCY,Southern Methodist University,2020 American Ath. Champs,2021 Summer Nationals (LCM),PROG.,2020
23,51.75,"Bacon, Phoebe",,17,PV,100 FL SCY,Nation's Capital Swim Club,2019 PV NCAP Invitational,2021 Summer Nationals (LCM),PROG.,2020
24,51.77,"Walsh, Alex",,18,SE,100 FL SCY,Nashville Aquatic Club,2020 GA Speedo Southern Premier,2021 Summer Nationals (LCM),PROG.,2020
25,51.8,"Molnar, Flora",Yes,21,SE,100 FL SCY,University Of Alabama Swim Club,2019 Georgia Tech Fall Invitat,2021 Summer Nationals (LCM),PROG.,2020
26,51.86,"Bray, Olivia",,18,VA,100 FL SCY,Virginia Gators,2019 AM 58th Annual Christmas Invite,2021 Summer Nationals (LCM),PROG.,2020
27,51.99,"Luther, Dakota",,20,GA,100 FL SCY,Athens Bulldog Swim Club,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
28,52,"Nordmann, Lillie",,17,GU,100 FL SCY,Magnolia Aquatic Club,2020 ST OB UIL 6A State Meet,2021 Summer Nationals (LCM),PROG.,2020
29,52.01,"Ulett, Tristen",,17,GA,100 FL SCY,Dynamo Swim Club,2019 Winter Junior Nats - East,2021 Summer Nationals (LCM),PROG.,2020
29,52.01,"Kragh, Mia",,16,SI,100 FL SCY,Rancho San Dieguito,2020 Sectionals - Carlsbard,2021 Summer Nationals (LCM),PROG.,2020
31,52.03,"Walsh, Gretchen",,17,SE,100 FL SCY,Nashville Aquatic Club,2020 GA Speedo Southern Premier,2021 Summer Nationals (LCM),PROG.,2020
31,52.03,"Fernandes, Aryanna",,19,US,100 FL SCY,Unattached,2019 Georgia Tech Fall Invitat,2021 Summer Nationals (LCM),PROG.,2020
33,52.04,"Nava, Jessica",,19,US,100 FL SCY,Unattached,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
34,52.06,"Lassman, Lucia",Yes,21,HI,100 FL SCY,Unattached,Bulldog Invitational NCAA Qual,2021 Summer Nationals (LCM),PROG.,2020
35,52.08,"Albiero, Gabi",,18,KY,100 FL SCY,Cardinal Aquatics,2020 KY OB KHSAA Championships,2021 Summer Nationals (LCM),PROG.,2020
36,52.12,"Harrington, Sydney",,19,MD,100 FL SCY,Navy Swimming,Army vs Navy 2019,2021 Summer Nationals (LCM),PROG.,2020
37,52.13,"Gillilan, Coleen",,18,IN,100 FL SCY,Irish Aquatics,Shamrock Invitational,2021 Summer Nationals (LCM),PROG.,2020
38,52.16,"Alons, Kylee",,20,NC,100 FL SCY,NC State University,NC STATE GAC Invitational,2021 Summer Nationals (LCM),PROG.,2020
38,52.16,"Smith, Regan",,18,MN,100 FL SCY,Riptide,2020 MN RIPT JULY INTRASQUAD,2021 Summer Nationals (LCM),PROG.,2020
38,52.16,"Wheal, Emma",,18,PC,100 FL SCY,Alto Swim Club,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
41,52.18,"Cole, Emma",,20,US,100 FL SCY,Unattached,Duke Univesity vs. Univ. of N.,2021 Summer Nationals (LCM),PROG.,2020
42,52.2,"Waddell, Tevyn",,21,MN,100 FL SCY,University of Minnesota,Minnesota Invite 2019,2021 Summer Nationals (LCM),PROG.,2020
42,52.2,"Hook, Charlotte",,16,NC,100 FL SCY,TAC Titans,2020 Sectional - Cary,2021 Summer Nationals (LCM),PROG.,2020
42,52.2,"Kutsko, Lina",Yes,22,US,100 FL SCY,Unattached,2020 American Ath. Champs,2021 Summer Nationals (LCM),PROG.,2020
45,52.23,"Vereb, Joelle",,20,VA,100 FL SCY,Virginia Tech,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
46,52.24,"Bell, Lucy",,15,CO,100 FL SCY,Fort Collins Area Swim Team,2019 Winter Junior Nats - West,2021 Summer Nationals (LCM),PROG.,2020
47,52.26,"Perrotta, Brooke",,20,NC,100 FL SCY,Unattached,2019 Georgia Tech Fall Invitat,2021 Summer Nationals (LCM),PROG.,2020
48,52.27,"Lappin, Christina",,21,US,100 FL SCY,Unattached,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
48,52.27,"Krause, Vanessa",,21,MI,100 FL SCY,Univ. Of Michigan Swim Team,2020 B1G 10 Champs women,2021 Summer Nationals (LCM),PROG.,2020
50,52.28,"Jordan, Kylie",,21,NC,100 FL SCY,Unattached,NC STATE GAC Invitational,2021 Summer Nationals (LCM),PROG.,2020
51,52.31,"Hopkin, Anna",Yes,23,AR,100 FL SCY,University Of Arkansas Swimming,2019 Mizzou Invitational,2021 Summer Nationals (LCM),PROG.,2020
52,52.33,"Beil, Mallory",,19,SE,100 FL SCY,University Of Tennessee,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
53,52.34,"Guevara, Miriam",Yes,19,IL,100 FL SCY,Northwestern University ST,2020 B1G 10 Champs women,2021 Summer Nationals (LCM),PROG.,2020
54,52.37,"Okada, Amy",,21,CA,100 FL SCY,UCLA Swimming,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
54,52.37,"Sticklen, Emma",,17,GU,100 FL SCY,Katy Aquatic Team For Youth,2020 ST OB UIL 6A State Meet,2021 Summer Nationals (LCM),PROG.,2020
56,52.38,"Sichterman, Megan",,20,SE,100 FL SCY,University Of Tennessee,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
57,52.39,"Harnish, Courtney",,20,GA,100 FL SCY,Athens Bulldog Swim Club,Bulldog Invitational NCAA Qual,2021 Summer Nationals (LCM),PROG.,2020
58,52.42,"Nogaj, Paulina",Yes,21,LE,100 FL SCY,The University of Akron,2020 MAC Champs women,2021 Summer Nationals (LCM),PROG.,2020
59,52.46,"Gmelich, Caroline",,20,US,100 FL SCY,Unattached,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
60,52.5,"D'Arcy, Autumn",,19,CC,100 FL SCY,Cal State Univ - Bakersfield,2019 Pepperdine Winter Invite,2021 Summer Nationals (LCM),PROG.,2020
61,52.51,"Kinsey, Hallie",,19,SC,100 FL SCY,Gamecock Aquatics,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
61,52.51,"Pearson, Samantha",,18,CA,100 FL SCY,SOCAL Aquatics Association,2020 Sectionals - Carlsbard,2021 Summer Nationals (LCM),PROG.,2020
63,52.52,"Vannote, Ellie",,18,US,100 FL SCY,Unattached,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
63,52.52,"Fackenthal, Amalie",,19,SN,100 FL SCY,DART Swimming,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
65,52.53,"Kraus, Alena",,20,KY,100 FL SCY,University of Louisville,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
65,52.53,"Zenick, Katherine",,18,NT,100 FL SCY,North Texas Nadadores,2019 Winter Junior Nats - West,2021 Summer Nationals (LCM),PROG.,2020
67,52.54,"Dickinson, Callie",,20,GA,100 FL SCY,Athens Bulldog Swim Club,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
67,52.54,"Harter, Abby",,17,PV,100 FL SCY,Nation's Capital Swim Club,2019 PV NCAP Invitational,2021 Summer Nationals (LCM),PROG.,2020
69,52.55,"Lapshina, Polina",Yes,24,NC,100 FL SCY,Queens University,2019 Sheraton Le Meridien Fall,2021 Summer Nationals (LCM),PROG.,2020
69,52.55,"Burchill, Veronica",,22,GA,100 FL SCY,Athens Bulldog Swim Club,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
71,52.57,"Pash, Kelly",,18,IN,100 FL SCY,Carmel Swim Club,Minnesota Invite 2019,2021 Summer Nationals (LCM),PROG.,2020
72,52.67,"Eisenmann, Kara",,21,GU,100 FL SCY,Texas A & M University,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
73,52.68,"Carlton, Emma",,19,GU,100 FL SCY,Texas A & M University,2020 GU AGS Speedo Sectionals,2021 Summer Nationals (LCM),PROG.,2020
74,52.69,"Sheridan, Calypso",Yes,19,IL,100 FL SCY,Northwestern University ST,2019 Northwestern TYR Invitati,2021 Summer Nationals (LCM),PROG.,2020
75,52.7,"McLean-Leonard, Hannah",Yes,21,US,100 FL SCY,Unattached,2020 MW Champs,2021 Summer Nationals (LCM),PROG.,2020
75,52.7,"Klinker, Rachel",,19,PC,100 FL SCY,California Aquatics,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
77,52.71,"Moseley, Stanzi",,21,SE,100 FL SCY,University Of Tennessee,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
78,52.73,"Peoples, Olivia",,16,FL,100 FL SCY,Bolles School Sharks,2019 FL FHSAA Swim & Dive Champs - 4A,2021 Summer Nationals (LCM),PROG.,2020
79,52.75,"Bradley, Christina",,19,US,100 FL SCY,Unattached,2020 Ivy League Champs women,2021 Summer Nationals (LCM),PROG.,2020
80,52.76,"Richter, Abby",,20,CA,100 FL SCY,BlueFin Aquatics,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
81,52.78,"Murphy, Maddie",,21,US,100 FL SCY,Unattached,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
81,52.78,"Govejsek, Nastja",Yes,22,KY,100 FL SCY,University of Louisville,2020 ACC Champs women,2021 Summer Nationals (LCM),PROG.,2020
81,52.78,"Adams, Claire",,21,IN,100 FL SCY,Carmel Swim Club,Minnesota Invite 2019,2021 Summer Nationals (LCM),PROG.,2020
84,52.8,"Harris, Jewels",,20,SE,100 FL SCY,Auburn University,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
85,52.84,"Sims, Bella",,14,CA,100 FL SCY,Sandpipers Of Nevada,2020 CA TYR Desert Committee Champs,2021 Summer Nationals (LCM),PROG.,2020
85,52.84,"Siebenaller, Sam",,21,GU,100 FL SCY,Texas A & M University,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
85,52.84,"Cronin, Kylie",,21,US,100 FL SCY,Unattached,2020 Summit League Champs,2021 Summer Nationals (LCM),PROG.,2020
88,52.86,"Pang, Anna",Yes,20,US,100 FL SCY,Unattached,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
89,52.87,"Hynes, Haley",,21,MV,100 FL SCY,U. of Missouri,2019 Mizzou Invitational,2021 Summer Nationals (LCM),PROG.,2020
90,52.89,"Pike, Taylor",,20,GU,100 FL SCY,Texas A & M University,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
91,52.9,"Boggess, Emily",,21,CA,100 FL SCY,Gaucho Aquatics,2019 Pepperdine Winter Invite,2021 Summer Nationals (LCM),PROG.,2020
91,52.9,"Afanasyeva, Kate",,22,US,100 FL SCY,Unattached,2019 Northwestern TYR Invitati,2021 Summer Nationals (LCM),PROG.,2020
91,52.9,"Dupre, Cora",,18,IN,100 FL SCY,Indiana University,2019 UT Invite,2021 Summer Nationals (LCM),PROG.,2020
94,52.91,"Thompson, Sarah",,21,MV,100 FL SCY,U. of Missouri,2019 Mizzou Invitational,2021 Summer Nationals (LCM),PROG.,2020
95,52.92,"Sanchez, Catherine",,21,US,100 FL SCY,Unattached,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
96,52.93,"Watson, Sarah",Yes,19,LE,100 FL SCY,The University of Akron,2020 MAC Champs women,2021 Summer Nationals (LCM),PROG.,2020
97,52.95,"Tang, Amy",,16,PN,100 FL SCY,Unattached,2019 PN 71st Annual Husky Invitational,2021 Summer Nationals (LCM),PROG.,2020
97,52.95,"Deuel, Megan",,17,NI,100 FL SCY,PACK Swim Team of Pittsford,2019 NI NYS Federation Girls S,2021 Summer Nationals (LCM),PROG.,2020
99,52.96,"Grossman, Helen",,22,LA,100 FL SCY,Louisiana State University,2020 SEC Champs,2021 Summer Nationals (LCM),PROG.,2020
100,52.98,"Foelske, Jade",Yes,18,AZ,100 FL SCY,Sun Devil Swimming,2020 PAC-12 Champs women,2021 Summer Nationals (LCM),PROG.,2020
100,52.98,"Herrmann, Danielle",,32,CC,100 FL SCY,Clovis Swim Club,2020 GU AGS Speedo Sectionals,2021 Summer Nationals (LCM),PROG.,2020
